text,label
无法添加微信好友 一直显示错误,1
影响我工作操作了赶紧修复,0
我没有他们的好友，却可以一直拉我进群辱骂我，我这边举报骚扰，又说不成立，我作为微信的用户，被这样每天辱骂打扰，身心疲惫，被我带来了很多困扰，希望腾讯gf人员，可以给予帮助，让他们不要再打扰到我，在没有好友，拉黑的情况下却可以拉我进群被辱骂，我实在接受不了,0
微信和苹果手机系统的新消息通知都开了，但还是弹不出消息，只有点开微信才能收到消息,1
接收到微信打开没有消息,1
无法与附近人打招呼，沟通交流……账号泄漏，被恶意举报投诉,0
微信在电脑上登陆，一会就自动退出，今天下午开始的，已经退了好几次了，提示“您的微信登陆环境存在异常，为了帐号安全，本次登陆已失效”。,1
你好 为什么我与某一个好友的聊天记录搜不到  我们有聊到关键字 但是搜索搜不到,1
腾讯广告个性化管理无法登陆,1
微信注册时把验证的号码填成我的号码了，后面申请健康码的时候对不上怎么修改,0
微信或微信群发不了照片。,1
为什么 我的客户给我转钱都会有这种提醒？,0
为什么加不了我联系人的微信很急啊,1
在附近的人向对方打招呼发送后对方收不到,1
我要注销账号，一直都没有给我解决。我对你们发起投诉,0
扫了二维码后不能解绑，自己的资料注册到别人手机里去了，怎么解除绑定？,0
发现页面的朋友圈不小心删除了,0
没效果，往解封下，谢谢,0
显示系统繁忙加不了好友,1
I can see people at people nearby but people nearby cannot see me!!,0
有时候打不开，闪退，新手机也不能这样吧,1
无法显示头像，一年多的时间都是这样，反应多次没有处理,1
没有办法拉人进群，不知道是不是因为那个人有企业微信身份所以拉不到。我和他是好友，但是邀请的时候就是找不到那个人,1
发送信息群里看不到。,1
能不能设置不要看他的朋友圈，就是打开他的朋友圈之后什么都看不到，空白,0
客户和朋友都称收不到我的好友请求,1
不能自定义编辑朋友圈位置信息,1
无法添加好友，显示操作频繁,1
附近的人接收不到我打的招呼，希望尽快解禁,1
无法查询已绑定的完全卡号,1
微信中发不了文件，求助,1
"I accidentally tickled someone in group chat, how do I undo it?",0
为什么我不能登录微信网页版.工作需求需要使用微信，但是是linux系统，无法下载微信客户端。,1
还是不行。更新了版本也不行。,1
加不了微信好友，一直显示过于频繁。,1
另一个手机今天微信升级后，微信余额明细、账单和帮助反馈都打不开，3个打开都是下面图片一样,1
接收不到别人发给我的信息,1
添加好友异常显示加好友频繁请官方核实解封,1
你好！手机和电脑登录微信怎么没有内容？,1
之前用的是弟弟银行卡 电话号也换了 现在没办法验证 零钱花不出去了,0
对方语言太小听不到呀！,1
苹果手机微信后台收到消息，不弹窗提醒。,1
微信删掉的信息能恢复吗？,0
加别人好友别人收不到消息，别人加我我也收不到消息,1
拍一拍功能非常糟糕，无法自主关闭，在平常聊天过程中容易误触，在群聊特别是在办公性质的群聊中误触影响特别不好，误触情况特别多。,0
对方添加我显示我把对方加入黑名单,1
可不可以关掉拍一拍这个功能,0
公众号菜单打不开，浏览器可以,1
你们这个拍一拍可以关了吗？有病咋的，工作群经常乱点到，什么恶心东西呀,0
pc端和终端端接听顺序不一样，好多次都算错了，用户习惯还是统一的号,0
无法加好友并且好友加我也没有提示,1
无法添加手机联系人。,1
添加朋友的时候老是被频繁,1
啥时候可以上传10s以上视频,0
15858921875这个微信号登陆不了,1
怎么关闭小程序游戏。。,0
你好，能否关闭拍了拍功能，影响正常操作，误操作无法撤回，给个人运用带来困扰,0
电脑版微信搜索好友只显示出共同群聊，没有显示好友,1
微信運動被取消关注的朋友怎麼恢復,0
可以把拍一拍这个功能关闭吗？,0
给我把拼多多封杀好吗，你知不知道拼多多好烦，腾讯为了钱不择手段,0
聊天记录存在，搜索关键字的时候找不到,1
欢乐斗地主显示无法登录,1
打开公众号文章显示系统出错,1
微信版本过低升级之最新版本可是另外一个号就可以登录我的号有问题么还是怎么登录不了,1
您的游戏环境异常请重启机器后再试,1
七夕不能发红包红包,1
操作频繁添加不了好友,1
步数宝不显示步没反应,1
为什么显示维护中,1
怎么回事外卖支付就这样显示,1
公众号和链接都打不开,1
公众号文件显示无法打开网页,1
腾讯新闻打开以后是这样的看不了内容,1
看不到公众号的留言所有都看不到,1
我不知道什么是外挂想问问我的微信外挂什么了,1
关注的所有公众号里的文章打开后都显示,1
微信一直提示有人正在登录我的微信,1
无法播放小视频请帮助,1
红包可以领突然又不能领总是这样,1
我在别人手机登录总显示操作频率过快能不能帮我解决这个问题,1
附近人里看不到我也不能打招呼,1
系统分享接口暂不支持分享多图至朋友圈,1
以前的微信聊天记录没了,1
微信现在领不了红包了,1
通讯录添加好友加个之后就加不上了操作过于频繁,1
为什么银行卡被维护了,1
红包功能异常系统暂停一天,1
群里面发的红包领不了,1
手机话费充值微信提示到账了但是手机一直没有到账,1
漂流瓶投诉我啥了我怎么了,1
腾讯新闻怎么打不开呢,1
為何被投訴我又沒有騷擾他人,1
你好附近人怎么看不到我,1
漂流瓶被投诉无法正常使用,1
漂流瓶不能使用说我被投诉,1
拼多多多多果园无法分享,1
始终摇不到人,1
为什么附近的人看不到我,1
无法添加附近的人对方收不到打招呼的信息,1
漂流瓶怎么扔出去没回应捡不到瓶子呢,1
好几天了摇不到任何人,1
我都没用外挂就给我封了,1
附近的人看不到我请尽快解封,0
搜索毒液前来时音乐歌手里缺少了火箭少女杨芸晴,1
跳转排行榜失败是什么意思啊,1
跳转排行榜失败是什么意思啊,1
为什么微信登录授权失败,1
刚更新的测试版不喜欢这个新版本,0
安卓什么时候能更新到版本,1
零钱无法提现提示已超额,1
我的微信头像为什么不能在附近人上面显示出来我为什么上不了附近人上面,1
何处下载北斗导航系统,0
为什么我的微信更新不了,1
新版微信的视频动态怎么删除,0
不喜欢新版界面太白了,0
界面白色的太丑了,0
微信界面太白吧刺眼都睁不开眼睛了,0
怎样删除视频动态删除不了啊,0
太丑了太丑了太丑了,0
微信为什么没有主题啊,0
更新界面不好用颜色看着难受,0
界面背景看着不舒服,0
收到消息无提示音也无震动,1
为什么微信没显示更新版本,1
消息提示音新版本怎么修改不了了,1
闪退更新以后闪退,1
为什么别人不能转账给我,1
微信运动排行榜跳转失败,1
对方发红包收不到我这没显示,1
不能看到朋友圈视频和图片,1
视频时总是卡住导致微信异常关闭或无反应,1
系统说我的红包异常暂停一天,1
为什么微信红包转账不能用,1
有新的版本怎么更新不了啊,1
时刻视频本地视频无法上传,1
红包过期未退回去哪里了,1
几个月一直用不了附近人功能,1
对方给我转账和红包显示我的账户异常,1
别人发的动图表情一直显示轻触重试,1
听不到对方的语音聊天说话声音,1
经常出来获取步数六秒后关闭,1
不显示步数不显示步数,1
打开语音后听不到声音,1
我的微信运动已经关了怎么手机还经常收到通知微信正在获取步数秒后关闭,1
微信正在获取步数秒后关闭如何关闭关闭微信运动后还是显示,1
突然加不了好友一直显示回复太快希望客服能帮我解决一下,1
朋友圈视频无法播放,1
朋友圈发不了视频视频也打不开,1
自动扣费一直打不开显示网络异常,1
搜索好友手机号添加对方无消息,1
怎么更改新消息提示音,0
一点开订阅消息就闪退,1
微信为什么我点击公众号订阅号消息进去就闪退,1
添加对方为好友时对方无法正常收到验证消息麻烦处理一下谢谢,1
被无辜转账不知道对方是谁,0
收不了红包怎么回事,1
收红包限制了怎么回事,1
提示发送敏感信息或者发送频率过多,1
添加好友显示回复太快,1
现在没有绑定银行卡不能收红包吗,0
别人无法看到我我只能看见别人,1
注册这个微信到现在一直是我在使用现在突然出现这个异常就是换了个手机上好影响我的生活交际尽快帮我处理,1
添加好友一直显示回复太快稍后再试,1
怎么收不了红包阿,1
公众号红包被微信拦截了能不能解决,1
我朋友一个都加不上有急事要谈怎么办啊,1
实名认证过就今天领不成红包了,1
这次更新后字体变小了吗,0
朋友圈文字折叠严重就连评论区发的文字也会被折叠,1
他人不能向我转账非常影响生活和工作,1
我的微信号好像被他人恶意投诉导致我新加的好友对话框老提示存在诈骗嫌疑影响我的生活请核实麻烦帮我解除影响谢谢,1
更新后字体变小设置加大后聊天界面字体仍然很小其他界面变大,1
请问字体怎么突然变小了,0
更新过的微信上所有的字太小,0
修复聊天记录没能成功,1
允许陌生人查看我朋友圈,0
字太小了看不见了,0
华为手机微信界面变小没有更新过通过字体设置也不行打开朋友圈图片只能看到图片被放大的一角,1
字体字体太小图片图片显示不全,1
修复聊天记录的时候就会自动闪退,1
微信提示音没有了么找不到了,0
请问朋友圈里多出来一个军改我见证是不是你们发的无法删除,0
微信网页版传送文件到手机上传失败,1
为啥我的零钱账单查询不了了明细也是,1
我想找出年转账记录,0
附近的人打招呼不成功,1
没有显示微信运动步数,1
卡顿耗电异常近段时间,1
红包绑定银行卡本人无银行卡,1
登录密码忘记了怎么办,1
更换不了头像和个性签名,1
怎么改不了微信昵称,1
微信头像咋上传不了了呢,1
怎么改不了微信昵称,1
为什么换头像换不了说是在维护中,1
无法发视频和语音聊天显示你网络异常,1
排行榜跳转失败无法进入,1
不能及时收到消息会延迟,1
为什么不能改昵称了现在,1
头像和名字怎么改不了总是系统维护,1
没有显示个人的微运动步数为,1
朋友圈小视频发送失败再次点击还是发不出去,1
刚才我的账号被封想知道为什么我的号被封,0
微信提示连接不上网络,1
被人恶意举报请解绑,0
扫一扫不能扫二维码扫了没反应,1
扫一扫不能扫二维码扫了没反应,1
为什么说我用微信外挂了连续两天封我,1
昨天解封了账号今天又需要解封,1
一打开朋友圈就闪退,1
给附近人打招呼怎么回事啊没有回复的,0
今天我的微信被封说使用外挂软件到但没有使用啊,0
红包发不出去也收不了,1
发放失败此请求可能存在危险已被微信拦截领不了公众号发的红包,1
领取不了公众号的红包,1
无法领取红包提示有风险,1
收不到公众号推送的红包,1
公众号红包领不了请尽快处理,1
新版本出现闪退打不开都遇到好几次了卸载后下载旧版本就没问题怎么解决新版本问题,1
领不了公众号的红包,1
微信视频延时卡顿不能正常使用,1
语音聊天对方能听见视频聊天就不行,1
领不了红包是什么问题,1
说什么问题不能领红包可以发红包,1
朋友圈看照片会突然白屏,1
帮助好友解封微信确认不了,1
查看文件时看不了总是出现上一个打开的文件内容,1
微信表情包的格式自己变了,1
红包被拦截,1
现在又出现进入打开微信闪退问题,1
给我一个改微信号的机会花钱我也愿意可以吗,1
为啥无缘无故封号我又没违规操作,1
附近人看不到我是什么原因,1
刚才支付买东西为什么没有支付账单,1
苏宁易购蜜雪冰城活动的劵没有到账,1
我在苏宁易购小程序一分钱购买的蜜雪冰城元优惠券没有发放到卡包,1
以前的微信号被别人用了我再申请的微信为什么老是封号,1
无法登陆微信请解决下谢谢,1
我的另一个微信号什么都没做怎么就给我封了,1
你们的翻译应该枪毙,0
公众号所有文章都无法打开网页了,1
网络都没有问题但是就是发不出去消息,1
打不开直接闪退进不去,1
突然闪退登录不了微信,1
微信闪退不得已卸载微信,1
群聊进去就闪退,1
群聊天闪退不能正常使用,1
开视频一点声音都没有,1
我发的朋友圈别人看不到,1
为什么现在需要银行卡才能领红包,1
没有银行卡怎么绑定,1
无法复制其他链接,1
我的微信帐号被盗怎么办,1
没有分享过二维码为什么说通过我分享的二维码进群,1
无法查看陌生人朋友圈,1
无法添加好友显示操作频繁,1
发现页没有视频号,1
每日交作业小程序崩溃,1
为什么我的微信没有违规没有散布不良信息附近的人这个功能我可以看到别人的微信别人却看不到我的希望可以处理一下,1
无法添加好友加不了人,1
加不上人频繁了怎么办呢,1
每日交作业小程序打不开我着急交作业那,1
不知道为什么领不了红包,1
领红包时提示账号存在异常风险暂时不能使用该功能,1
微信无法进去深色模式,1
微信界面突然变成黑色,1
黑屏黑屏黑屏黑屏黑屏,1
为什么今天微信的微信支付头像是灰色的是否会有危险,1
收款没有语音,1
背景为什么变黑了怎样设置,1
之前长按通话悬浮窗的话悬浮窗会隐藏的现在更新后不行了打游戏的时候就很麻烦平时不需要隐藏会更方便但是一到打游戏不能长按隐藏就非常麻烦,0
凡是我单发一个哼刚打好字都没有发出去立马闪退,1
我收藏的文件打不开啦,1
公众号发的红包领不了申请处理,1
无法播放聊天中的小视频,1
能不能让我修改一次微信号呢,0
我的账号存在什么安全风险,0
我的账号无缘无故被人恶意投诉严重影响我的工作和沟通请求严查此人为什么投诉我,0
微信号改不到哪里显示等一周等了一周还是不行,1
为什么啥微信号改不了,1
请问这个风险评估怎么弄我都等了一周了还是不行我也没干啥违规操作啊,0
我发的朋友圈别人看不见,1
登录地异常请给予处理,1
为什么账单打不开,1
好友突然被微信自动删了,1
为什么没拍一拍设置已经更新到最新版本,1
用的小米手环不能同步到微信,1
接语音时声音异常换个微信就没问题了,1
不小心删除一个对话框的聊天记录怎么找回,1
扣了钱没到账对方说没有收到,1
今天提现的钱怎么还没有到账,1
提现未到账请尽快处理,1
换新手机了想登陆新手机可总是提示账号有被盗风险无法登陆,1
显示我操作频繁非常困扰我,1
你好自从微信改版以后公众号没以前好用了,1
点不开人家分享的外卖红包,1
附近的人我怎么搜索不到啊,1
扫描二维码进群的人我这看不到群里人数增加,1
不知道为什么不能收款了说我违规哪里有违规,1
今天是七夕情人节我想单个红包发请帮忙解决一下谢谢,1
聊天记录很多显示为乱码,1
我们怎么才竞猜币请求官方补偿,0
马来西亚用户根本没有更换钱包选项你叫我怎么用每次都联系,0
领不了红包得怎么办,1
数据无法修复手动修复也失败,1
腾讯新闻怎么打不开呢,1
朋友圈搜索内容显示无法连接网络,1
为什么给别人发微信显示对方账号可能被盗怎么解决啊,1
微信搜索朋友圈显示没有链接网络,1
扫描这个二维码会导致关机重启能不能处理,1
陌生人看不到朋友圈,1
不打开微信就收不到新消息提醒,1
扫了一个二维码黑屏应该是重启是病毒吗,1
发语音我声音很大可是语音发出去的声音非常小的甚至没有声音,1
小程序微店打不开,1
消息设置提醒软件没有提醒,1
点击购物结果跳出来的是腾讯网,1
不能转账显示支付失败,1
打开公众号文章显示系统出错,1
微信网页版不能登陆请尽快帮我处理,1
领红包领取存在异常领取不了,1
添加通讯录好友提示操作频繁没法正常加好友希望帮我处理一下,1
一直在刷新朋友圈内容不可见,1
收款码无法收款显示交易异常,1
红包系统异常系统已暂停红包功能天怎么回事,1
为什么别人给我转账账户存在异常,1
别人转账给我转不了显示异常,1
突然显示有很多未读消息但实际并没有,1
捡不到有效内容的瓶子怎么回事,1
无法使用该功能附近人看不到我,1
为什么一直显示我的绑卡信息不一致,1
无法在附近人显示自己的存在,1
我没有任何的赌博或者参与的为什么会封我的微信,1
微信里面没有认识的好友没有好友辅助怎么解封,0
明明是好友为什么显示不是好友不能视频,1
天天爱消除用微信登陆不了不能玩游戏,1
最新版本了还看不了,1
发出去的红包对方看不见也收不到,1
为什么发起不了群收款呢,1
领取红包显示账号异常,1
不打开微信没有信息提醒,1
微信后台不提示别人给我发的微信消息,1
苹果手机更新到最新版的微信后动不动就自动闪退了,1
能不能有一次更改微信号的机会一次就好,0
能不能取消好看的信息流功能这个属于我的隐私,0
强提醒可以设置为永久吗谢谢,0
来新消息没有声音提示也没有显示提示,1
没有消息提醒了不打开微信接收不到任何信息,1
没消息但是有提示音一直滴滴滴滴,1
一直通知响不停却没有消息,1
手机晚上关机第二天再开机微信要重新登陆所有设置都没了以前都不会这样,1
更新至最新版本后每次关机开机后都要重新登陆微信,1
不想看到有的人的好看,0
朋友圈无法刷新,1
不想让朋友看见我的好看完全没有隐私,0
现在微信好友都大几百上千人了想一键群发结果限制人我群发大几百人过去就得一个一个点击真的是无敌麻烦就不能来个全选一键群发不限制人数麽,1
微信表情怎么都发不出去了,1
群发信息只能发个人我希望微信公司能升级一下能多发点人,0
希望年微信朋友圈可以定时发圈,0
無法傳送貼圖請問如何解決,1
無法傳送貼圖請問如何解決,1
红包行为异常系统已暂停红包功能天,1
可以关闭看一看这个功能吗感觉隐私被侵犯,0
无法收款显示收款方账户异常,1
为什么转账老是出现说我存在赌博行为,1
王者荣耀赛季更新后一直闪退还被扣分了影响我上分正常游戏,1
刷新不了朋友圈也不能发朋友圈,1
王者荣耀一进我闪退已经天了,1
新界面不好看太白了习惯了以前的版本能不能提供一个以前旧版本的聊天界面,0
别人转账发红包给我都不行被限制了,1
链接分享不出去怎么办,1
互相是好友但是语音发过去说对方没有添加我为好友对方发消息过来我可以看到但是我发过去对方看不到,1
微信不能发送等文件了,1
文件不能发送总是发送失败,1
微信登陆显示系统错误请重试无法登陆,1
电脑版发送文件总是失败,1
点击朋友圈出现页面黑屏,1
刷新不了然后也发送不了朋友圈,1
就是王者摇心愿那个许心愿的时候提交不了界面错位,1
无法添加自定义表情显示表情添加失败,1
小时以后未领取也没退回到零钱,1
语音发不出去视频没有声音打电话没有声音,1
我想注销微信显示我绑定的已经没有在用了为什么还是注销不了,1
打开附近人别人发现不了我,1
什么原因无法收款有人恶意举报吗,0
以前用电脑版微信可以同步苹果手机微信升级聊天记录不能为电脑同步,1
一直在界面登不上请问一下什么问题,1
微信视频美颜功能突然没有了,1
为什么微信视频美颜功能没有了,1
我微信没参与赌博好端端的被举报,1
我得是苹果手机当页面不在微信的时候来了信息没有提示音等打开微信的时候才能收到对方来的信息,1
我的微粒贷为什么突然不可以用了呢,1
我沒有綁定過身分可是已顯示認證過了我現在領不了紅包和轉帳能不能幫我解綁一下之前我綁的一張卡好好的怎麼就突然領不了了麻煩你們盡快解決這個問題還要就是我的卡一直在被扣綁卡的錢是怎麼回事請你們盡快處理我的問題已經第三天反饋了你們一點反應都沒有是怎麼回事盡快的處理完這個問題拜託你們,1
微信群被无端投诉请问如何解决,1
二维码收款数不对无法联系顾客,1
账号莫名被封解封不了,1
图片发不出去能够收到图片,1
对方账号异常无法加入好友,1
点搜索后提示无法连接网络,1
明明没屏蔽但是好友看不到我的朋友圈,1
没有被屏蔽但是看不到对方朋友圈,1
都要重新登陆才能正常使用,1
自己退出登陆并且经常唯有没有网络,1
不打开微信看不到消息提醒,1
为什么换不了微信头像,1
无法更改头像一直出现系统维护,1
微信名字为什么改不了,1
提现跟转账都不行,1
消息撤回刚发出去的信息撤回提示超过分钟不能撤回,1
不能点赞和评论朋友圈,1
无法建立群聊显示创建群聊失败,1
视频语音怎么都是呼叫失败,1
微信还信用卡无法还款,1
突然收的到信息技术发出信息显示已发送但对方收不到退出登陆也不行最后重启手机解决,1
我无法收到验证消息,1
为什么我被封号我哪里做的不对了吗,1
为什么更新后朋友圈视频会自动播放怎么关闭,1
朋友圈视频自动播放无法关闭,1
听到微信有语音来电提示打开微信后却不显示有语音来电等对方挂断后显示有未接语音,1
搜索栏没了,1
微信视频总是呼叫失败,1
朋友看不到我发的朋友圈,1
突然之间微信被迫退出被封说使用了微信外挂非官方客户端或模拟器莫名其妙啥也没干啊,1
我今天突然发现我所以自己拍的表情包和我下载的表情包全部都没有了这是为什么,1
点击页面最上方返回顶部功能无法使用,1
点击微信顶部不能快速返回顶端语音系统,1
点击朋友圈顶部无法回到顶部了,1
无法在朋友圈双击顶部回到最上一条朋友圈,1
自从更新后聊天界面老是卡顿很严重,1
自从更新最新微信版本打开微信都好卡好像老人手机一样,1
朋友圈双击上面的地方不能回到顶部,1
卡顿闪退受不了了,1
使用时突然卡顿啊哈及上一个版本都卡,1
经常聊天的时候卡住没更新的时候没有这个问题更新了经常卡什么界面都能卡,1
朋友圈为什么点上面返回不了前面,1
公众号搜索总是显示连接不了网络,1
为什么现在不可以换头像呢,1
朋友圈部分图片是灰色的也无法打开,1
我没有发色情的为什么给我封了,1
朋友圈对部分好友发不出去,1
无法显示在附近的人里,1
官方你好我这个微信账号有我不好的回忆我申请改微信号谢谢,0
微信大大我和男朋友分手了可以让我换个微信名嘛谢谢,0
微信号里面包含了我的银行卡密码和身份证信息还有重要登录密码希望官方可以给我一次改微信号的机会,0
视频通话时不间断闪退,1
手机网络正常消息发不出去收不到,1
发朋友圈别人看不到,1
界面提示有新消息打开微信又没有,1
自己发的朋友圈别人不能通过我的朋友圈看,1
购买了微信表情却下载不了显示还要付款,1
为什么我的微信不是最新版本但是却无法更新,1
微信无法添加好友显示操作过于频繁,1
不想让微信跟随系统一起有深色模式希望可以自助选择,0
深色模式看文章有些字显示不出来,1
无网络问题也无内存问题发消息一直延迟在转圈,1
文章打开后只显示图片没有文字,1
之前就绑定的同名邮箱现在怎么不行了,1
别人邀请进群显示无法打开该页二维码也扫不进去显示系统错误,1
无法添加朋友过了一天再试还是不行,1
添加显示操作频繁加不上,1
微信号怎么更改不了,1
操作频率过快等两个多钟都没解决卧槽,1
通过搜索手机号无法添加联系人,1
锁屏状态无新消息通知,1
提示操作频繁无法添加,1
公号的页面模板添加已发送图文消息显示暂无图文消息请问是什么原因呢,1
微信公众号上传图片显示不出来,1
多图文删除,0
昨天图片没有问题今天突然变小了,1
公众号文章等候发送,0
你的小程序环球嗨淘代码发布审核未通过原因如下服务类目商家自营海淘与你提交代码审核时设置的功能页面内容不一致,0
微信卡券不能核销,1
后台的图文素材无法删除,1
微信公众号能否更改名称,0
微信公众平台模板消息的模板库发生错误,1
微信公众平台模板库进不去怎么处理,1
娌湁锛屾垜杩樻病鏈変細鍛橈紝杩欎釜鏄繖涓槸娌湁杩欎釜銆,0
微信公众号上传视频显示业务不合法,1
我想咨询公众平台赞赏功能的开通程序,0
公众号怎么开管理员,0
公众号密码通过邮箱更改后登录进去提示密码错误,1
为什么我的微信公众号预览发不出去,1
如何开发小程序,0
微信公众平台首页无内容,1
管理员身份信息如何填写,0
您好我要申请企业订阅号,0
我的小程序域名配置总是不合法,1
公众号扫码登陆不进去了,1
我想问一下那个公众号注册怎么管理员哪里扫描二维码会失败呢,1
公众号扫码无法登录,1
我现在公司微信公众号的腾讯后台账号密码忘记了,0
申请注册请完善管理员身份信息怎么做呀,0
我在申请的微信公众号工商信息在网上能查到却通知的法人信息验证失败说工商数据未更新,1
无法注册微信小程序,1
没有权限访问目标请求,1
请您重新进入菜单编辑页面在顶端如果提示请设置当前菜单内容则代表还有菜单未完善内容完善之后才可以在手机里显示吗,0
微信公众号的客服电话是多少,0
要变更公众号的主体信息有什么方法,0
电子发票呢,0
我那个公众号怎么一直等待发送,1
已经过了分钟,0
企业修改主体名称,0
你好我们公司的公众号已经认证绑定微信了还能否更改名称,0
申请公众号认证时我是公司的营业部没有对公账户怎么填写,0
订阅号可以转为服务号吗,0
我注册好之后提示我对不起你没有权限访问目标请求,1
一个企业可以申请多少个微信公众号,0
下载游戏红警没领取到红包,1
微信公众号怎么更换新的运营着,0
注册企业公众号为什么最后一步没看到选择国家的选项,0
微信公众账号搜索不到,1
为什么会出现此公众号并没有这些的权限,1
我注册微信公众号在公众平台申请显示邮箱被占用但我尝试用邮箱登录又显示未注册,1
我的公众号现在文章点进去显示系统出错,1
群发的信息无法打开,1
公众平台公众号素材管理发生错误,1
腾讯客服小程序没有我要的服务,1
怎么加入小程序的,0
我的公众号登陆不上去一直显示系统错误,1
页面模板添加素材,0
公众平台收不到新消息,1
右下角没有腾讯客服小程序啊,0
为什么我的微信公众号下方有广告,1
页面模板怎样添加未发送过的素材,0
公众平台页面模板添加文章怎么没有素材库了,1
现在页面模版不能添加视频,1
显示系统错误,1
红包需要人脸识别,0
微信公众号页面模版里用不了素材库的内容只能用已发送的,1
个人公众号注册数量,0
腾讯客服小程序在哪里,0
交易请求已提交请留言微信公众号下发的消息通知支付状态未明确前请勿重复支付,0
我的红包发不出去,1
咱们的微信公众号上传视频素材要审核多久才能通过啊,0
但是我注册时输入邮箱又说我已经注册了什么问题,1
腾讯客服小程序在哪,0
公众号登录不了出现系统错误,1
微信公众平台的管理员已经离职需要重新修改管理员微信,0
腾讯客服小程序在哪,0
定时群发时间乱了,1
我漂流瓶怎么用不了了,1
注册怎么会显示无法打开网页,1
模版消息上限,0
为什么密码错误,1
你好为什么我登录我的微信公众号然后一直显示登录超时请重新登录,1
认证电子发票如何查看,0
帮我开通服务号,0
请问企业公众号需要多少钱,0
菜单名称违反平台协议,0
菜单名称编辑不规范请重新编辑,0
自定义菜单编辑不规范,0
您好订阅号可以升级服务号有什么要求吗,0
视频审核大概多久可以通过呢,0
我更新了用不了微信,1
微信客服电话,0
请问个人订阅号目前还可以升级服务号吧我是企业,0
不能编辑已有素材,1
封面无法选择,1
你好为什么今天无法采集图文,1
微信公众号编辑页面的左边好多余就是有图文历史版本什么的能不能有地方设置去掉我编辑图文的地方都变小了看着好难受,0
新媒体管家更新了,0
公众号后台是改版了吗,0
公众号封面图保存提示系统繁忙,1
图片粘贴失败怎么办,1
视频审核需要多久,0
微信公众平台统计图文分析全部图文打不开,1
菜单名称编辑不规范请重新编辑,0
请问我公众账号注册完搜索不到,1
公众号里面网页授权域名不能添加怎么回事,1
公众号后台消息管理的数据没有了,1
微信数据报告在哪看,0
如何看数据报告,0
因版权限制该视频不支持播放,0
提示就是发生错误请点击返回首页,1
公众号文章无法转发,1
你好公众号今天登陆后就跳转发生错误请点击返回首页这个页面,1
个人账号显示你的账号已经被删除,1
如何群发一个图片,0
被骗了钱怎么办,0
朋友转账给我我没有点击收款现在小时了也没有接收到退款信息,1
公众平台要年审,0
订阅号服务号,0
注销公众号,0
个人公众号名称修改时间,0
微信认证后没有收到电子发票,1
帐号迁移需要重新认证吗,0
个人怎么到公众号发布信息,0
我有两个微信公众号只有一个赞赏账户如何挂接,0
公众号打款验证问题打款过去了没有显示,1
请问企业想同时申请订阅号和服务号是不是也要两个邮箱分别注册,0
注册点击链接激活失败,1
怎么编辑不了文章,1
认证电子发票如何查看,0
您好我之前注册了微信公众号的个人订阅号现在申请下来公司了想将个人订阅号变成企业号是否可以,0
小程序信息审核时间,0
你好注册企业公众号有费用吗,0
微信公众号迁移,0
公众号如何发布招聘启事,0
公众号里发布的新内容手机端没有提示消息,1
我说的是公众号收到的消息重复了,0
想问下公众号怎么改名,0
公众号视频添加方法,0
微信订阅号留言功能怎么开通,0
对方账户异常该笔交易无法完成对方可在微信公众号查看消息通知,1
自定义菜单怎么操作的呢,0
微信订阅号能否变更认证主体信息,0
账号迁移怎么变更公众号账号类型,0
请问订阅号和服务号的区别在哪里,0
我微信忘记密码了,0
怎么申请企业公众号,0
一个微信号的朋友上限权限,0
我们公众号年检所需的媒体许可证已于年月过期由于我们所在城市机构改革年检时间过长暂时无法年检是否可以单位开具证明上传呢,0
我想问问事业单位申请公众号流程,0
微信公众平台的认证即将到期,0
怎么联系认证审核公司,0
电子发票超过三个工作日了,0
没有电子发票,0
公众号账号名称可以修改吗,0
流量主收不到结算单,1
微信平台服务号可以变更主体信息吗变成其它公司吗,0
就是那个群接龙,0
我创建了一个公众号认证的时候显示无法开通认证,1
请问公司公众号平台注册的人离职了绑定邮箱和管理员账号也不知道应该如何找回,0
群发后不显示二维码,1
你好我公司要注册一个微信公众号但是我输入公司邮箱以后并没有给邮箱发押证信息啊,1
素材管理页面不显示,1
你好我自己号码一直注册不了微信这是为什么,1
公众号已经注册了为什么搜索不到,1
怎么上传视频,0
为什么搜索公众号时候显示无法连接网络,1
手机验证码发送失败,1
公众号图片粘贴失败,1
短信验证发送失败怎么办,1
公众号服务故障,1
你好我想更改微信公众号的名称,0
系统错误请稍后再试,1
自动回复如何设置,0
注销公众号没有对公账号,1
审核视频超过一个小时了,1
我一个手机用了张卡一个工作一个私人微信也个我经常更换导致更换频繁要密码登入密码忘记了找了几次密码就等不上了我用号码验证提示号码没注册,1
微信公众平台号认证失败但是费用我已经支付了,1
微信公众服务号注销可以不用对公账号吗,0
你好微信公众号为登录后点小程序管理一直出现发生错误请点击返回首页,1
为什么上传视频审核怎么慢谢谢,1
我的公众号怎么不能输入文字了,1
找回公众号账号,0
微信公众号注册时第三步信息登记填写完后点继续无很任何反应,1
别人给我转账显示收款方账户异常,1
添加小程序不能正常上传图片,1
视频一直没有人审核,1
商标授权使用书,0
微信认证开通不了按钮灰色,1
微信游戏下载不了,1
登录公众号显示系统错误,1
能不能帮我查一下,0
我在微信手机充值抽奖是真的吗,0
不是直接付费就可以了吗还需要提交其他的资料,0
小程序复用资质申请,0
